ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Meta: produkt_maengde","Meta: _produkt_maengde","Meta: produkt_beskrivelse","Meta: _produkt_beskrivelse","Meta: oprindelsesland","Meta: _oprindelsesland","Meta: naeringsindhold","Meta: _naeringsindhold","Meta: ingredienser","Meta: _ingredienser"
498,simple,,,Speltflager,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,45,"Mel & Korn > Hele korn & Frø",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Speltflager.jpg,,,,,,,,,0,Aurion,"800 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
499,simple,,,Speltmel,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,"67,50","Mel & Korn > Hele korn & Frø",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Speltmel.jpg,,,,,,,,,0,Aurion,"1,5 kg",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
500,simple,,,Vaffelmix,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,52,"Mel & Korn > Bagemixe",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Vaffelmix.jpg,,,,,,,,,0,Aurion,"500 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
501,simple,,,"Sigtet speltmel",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,64,"Mel & Korn > Hele korn & Frø",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Sigtet-speltmel-12-kg.jpg,,,,,,,,,0,Aurion,"1,2 kg",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
510,simple,,,"Atlanterhavsalt fint",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,22,"Sylt & Delikatesser > Basisvarer & Smagsforstærkere",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Atlanterhavsalt-fint.jpg,,,,,,,,,0,Atlantis,"1 kg",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
511,simple,,,"Atlanterhavsalt groft",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,30,"Sylt & Delikatesser > Basisvarer & Smagsforstærkere",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Atlanterhavsalt-groft.jpg,,,,,,,,,0,Atlantis,"2 kg",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
512,simple,,,Bønnesauce,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,105,"Sylt & Delikatesser > Basisvarer & Smagsforstærkere",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Bonnesauce.jpg,,,,,,,,,0,Contempehrary,"200 ml",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
513,simple,,,"Knækbrød med sesam",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,35,"Specialiteter & Andet godt > Snacks & Nødder",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Knaekbrod-med-sesam.jpeg,,,,,,,,,0,,"1 pakke",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
514,simple,,,"Rørsukker Demerara",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,38,"Sylt & Delikatesser > Basisvarer & Smagsforstærkere",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Rorsukker-Demerara.jpg,,,,,,,,,0,Søbogaard,"1 kg",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
515,simple,,,"Rørsukker golden ekstra light",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,38,"Sylt & Delikatesser > Basisvarer & Smagsforstærkere",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Rorsukker-golden-ekstra-light.jpg,,,,,,,,,0,Søbogaard,"1 kg",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
516,simple,,,Stensalt,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,24,"Sylt & Delikatesser > Basisvarer & Smagsforstærkere",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Stensalt-1-kg.jpg,,,,,,,,,0,Aurion,"1 kg",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
517,simple,,,Æblecidereddike,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Drikkevarer > Specialdrikke",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/AEblecidereddike.jpg,,,,,,,,,0,Voelkel,"75 cl",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
